application_number,brand_name,generic_name,company,approval_year,submission_class
NDA021602,VELCADE,BORTEZOMIB,"Takeda Pharmaceuticals America, Inc.",2003,Type 1 - New Molecular Entity
BLA103976,XOLAIR,OMALIZUMAB,"Genentech, Inc.",2003,Type 1 - New Molecular Entity
NDA021435,N/A,N/A,N/A,2003,Type 2 - New Active Ingredient
NDA021546,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021455,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021591,RIOMET,METFORMIN HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc.",2003,Type 3 - New Dosage Form
NDA021385,ERTACZO,SERTACONAZOLE NITRATE,"Lacer Pharma, LLC",2003,Type 1 - New Molecular Entity
NDA021481,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021367,FEMRING,ESTRADIOL ACETATE,"Millicent US, Inc.",2003,Type 2 - New Active Ingredient
NDA021368,CIALIS,TADALAFIL,Eli Lilly and Company,2003,Type 1 - New Molecular Entity
NDA020452,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021549,EMEND,APREPITANT,Merck Sharp & Dohme LLC,2003,Type 1 - New Molecular Entity
NDA021490,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021416,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021589,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021572,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021305,HICON,SODIUM IODIDE I 131,"Jubilant DraxImage Inc., dba Jubilant Radiopharma",2003,Type 3 - New Dosage Form
NDA021399,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021400,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021493,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021489,PROHANCE,GADOTERIDOL,Bracco Diagnostics Inc,2003,Type 3 - New Dosage Form
NDA021229,PRILOSEC OTC,OMEPRAZOLE MAGNESIUM,The Procter & Gamble Manufacturing Company,2003,Type 2 - New Active Ingredient and Type 3 - New Dosage Form
NDA021544,JOLESSA,LEVONORGESTREL / ETHINYL ESTRADIOL,"Teva Pharmaceuticals USA, Inc.",2003,Type 3 - New Dosage Form
NDA021299,N/A,N/A,N/A,2003,Type 2 - New Active Ingredient
NDA021505,KEPPRA,LEVETIRACETAM,"UCB, Inc.",2003,Type 3 - New Dosage Form
NDA021388,N/A,N/A,N/A,2003,Type 3 - New Dosage Form
NDA021487,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,"Actavis Pharma, Inc.",2003,Type 1 - New Molecular Entity
NDA021548,N/A,N/A,N/A,2003,Type 2 - New Active Ingredient
NDA021588,GLEEVEC,IMATINIB MESYLATE,Novartis Pharmaceuticals Corporation,2003,Type 3 - New Dosage Form
BLA021271,N/A,N/A,N/A,2003,Type 2 - New Active Ingredient
NDA021743,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA020784,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA050801,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021719,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021415,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021516,ISTALOL,TIMOLOL MALEATE,Bausch & Lomb Incorporated,2004,Type 3 - New Dosage Form
NDA021720,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021618,TINDAMAX,TINIDAZOLE,Mission Pharmacal Company,2004,Type 1 - New Molecular Entity
NDA021431,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
BLA125104,TYSABRI,NATALIZUMAB,Biogen Inc.,2004,Type 1 - New Molecular Entity
NDA021060,PRIALT,ZICONOTIDE ACETATE,TerSera Therapeutics LLC,2004,Type 1 - New Molecular Entity
NDA021590,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021256,CHIRHOSTIM,HUMAN SECRETIN,"ChiRhoClin, Inc.",2004,Type 1 - New Molecular Entity
NDA021468,FOSRENOL,LANTHANUM CARBONATE,"Takeda Pharmaceuticals America, Inc.",2004,Type 1 - New Molecular Entity
NDA021785,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021621,ZYRTEC,CETIRIZINE HYDROCHLORIDE,Kenvue Brands LLC,2004,Type 3 - New Dosage Form
NDA021768,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021527,ATROVENT HFA,IPRATROPIUM BROMIDE,"Boehringer Ingelheim Pharmaceuticals, Inc.",2004,Type 3 - New Dosage Form
NDA021625,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
BLA125085,AVASTIN,BEVACIZUMAB,"Genentech, Inc.",2004,Type 1 - New Molecular Entity
NDA021357,MULTIHANCE,GADOBENATE DIMEGLUMINE,BRACCO DIAGNOSTICS INC,2004,Type 1 - New Molecular Entity
NDA021253,ZYPREXA INTRAMUSCULAR,OLANZAPINE,Eli Lilly and Company,2004,Type 3 - New Dosage Form
NDA021476,LUNESTA,ESZOPICLONE,Waylis Therapeutics LLC,2004,Type 1 - New Molecular Entity
NDA021710,EQUETRO,CARBAMAZEPINE,Validus Pharmaceuticals LLC,2004,Type 3 - New Dosage Form
NDA021654,LOVAZA,OMEGA-3-ACID ETHYL ESTERS,Waylis Therapeutics LLC,2004,Type 1 - New Molecular Entity
BLA021211,FOLLISTIM AQ,FOLLITROPIN,Organon LLC,2004,Type 3 - New Dosage Form
BLA021629,APIDRA,INSULIN GLULISINE,sanofi-aventis U.S. LLC,2004,Type 1 - New Molecular Entity
NDA021457,ALBUTEROL SULFATE HFA,ALBUTEROL SULFATE,"Teva Pharmaceuticals USA, Inc.",2004,Type 3 - New Dosage Form
NDA050794,VIDAZA,AZACITIDINE,Celgene Corporation,2004,Type 1 - New Molecular Entity
NDA021443,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021462,ALIMTA,PEMETREXED DISODIUM,Eli Lilly and Company,2004,Type 1 - New Molecular Entity
BLA125103,KEPIVANCE,PALIFERMIN,Swedish Orphan Biovitrum AB (publ),2004,Type 1 - New Molecular Entity
NDA021518,VESICARE,SOLIFENACIN SUCCINATE,"Astellas Pharma US, Inc.",2004,Type 1 - New Molecular Entity
BLA125084,ERBITUX,CETUXIMAB,ImClone LLC,2004,Type 1 - New Molecular Entity
NDA021583,DEPO-SUBQ PROVERA,MEDROXYPROGESTERONE ACETATE,Pharmacia & Upjohn Company LLC,2004,Type 3 - New Dosage Form
NDA021358,MULTIHANCE,GADOBENATE DIMEGLUMINE,BRACCO DIAGNOSTICS INC,2004,Type 3 - New Dosage Form
NDA021587,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021756,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021530,ZYBIC,MELOXICAM,"Redmont Pharmaceuticals, LLC",2004,Type 3 - New Dosage Form
NDA021652,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021545,PATADAY ONCE DAILY RELIEF,OLOPATADINE HYDROCHLORIDE,"Alcon Laboratories, Inc.",2004,Type 3 - New Dosage Form
BLA021765,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021563,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021539,ACETADOTE,ACETYLCYSTEINE,Cumberland Pharmaceuticals Inc.,2004,Type 3 - New Dosage Form
NDA021300,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
BLA021640,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021166,ESTROGEL,ESTRADIOL,"ASCEND Therapeutics US, LLC",2004,Type 3 - New Dosage Form
NDA021749,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021633,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021636,OMEPRAZOLE AND SODIUM BICARBONATE,"OMEPRAZOLE, SODIUM BICARBONATE",Oceanside Pharmaceuticals,2004,Type 3 - New Dosage Form and Type 4 - New Combination
NDA021595,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021721,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA050665,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021446,LYRICA,PREGABALIN,Parke-Davis Div of Pfizer Inc,2004,Type 1 - New Molecular Entity
NDA021713,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021644,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,Mayne Pharma Inc.,2004,Type 3 - New Dosage Form
NDA021732,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021378,N/A,N/A,N/A,2004,Type 4 - New Combination
NDA021395,SPIRIVA HANDIHALER,TIOTROPIUM BROMIDE,"Boehringer Ingelheim Pharmaceuticals, Inc.",2004,Type 1 - New Molecular Entity
NDA021751,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021752,TRUVADA,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,"Gilead Sciences, Inc",2004,Type 4 - New Combination
NDA021369,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021427,CYMBALTA,DULOXETINE HYDROCHLORIDE,Eli Lilly and Company,2004,Type 1 - New Molecular Entity
NDA021551,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021512,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021571,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021585,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,WALGREEN COMPANY,2004,Type 3 - New Dosage Form
NDA050791,MYFORTIC,MYCOPHENOLIC ACID,Novartis Pharmaceuticals Corporation,2004,Type 2 - New Active Ingredient
NDA050804,LOTEPREDNOL ETABONATE AND TOBRAMYCIN,LOTEPREDNOL ETABONATE AND TOBRAMYCIN,Bausch & Lomb Americas Inc.,2004,Type 4 - New Combination
NDA021144,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021486,N/A,N/A,N/A,2004,Type 4 - New Combination
NDA021494,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021731,VABRINTY,LEUPROLIDE ACETATE,"URONOVA PHARMACEUTICALS, INC.",2004,Type 3 - New Dosage Form
NDA021361,XIFAXAN,RIFAXIMIN,"Salix Pharmaceuticals, Inc.",2004,Type 1 - New Molecular Entity
NDA021712,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA020564,EPIVIR,LAMIVUDINE,ViiV Healthcare Company,2004,Type 1 - New Molecular Entity
NDA021779,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021264,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021433,FLUTICASONE PROPIONATE HFA,FLUTICASONE PROPIONATE,Prasco Laboratories,2004,Type 3 - New Dosage Form
NDA021504,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021044,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021497,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021704,ALLEGRA-D ALLERGY AND CONGESTION,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,"Chattem, Inc.",2004,Type 3 - New Dosage Form
NDA021540,AMLODIPINE AND ATORVASTATIN,AMLODIPINE AND ATORVASTATIN,Prasco Laboratories,2004,Type 4 - New Combination
NDA021727,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021513,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021566,N/A,N/A,N/A,2004,Type 3 - New Dosage Form
NDA021823,N/A,N/A,N/A,2005,Type 4 - New Combination
NDA021814,APTIVUS,TIPRANAVIR,"Boehringer Ingelheim Pharmaceuticals, Inc.",2005,Type 1 - New Molecular Entity
NDA021406,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021774,AMBIEN CR,ZOLPIDEM TARTRATE,"Cosette Pharmaceuticals, Inc.",2005,Type 3 - New Dosage Form
NDA050795,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,Mayne Pharma Commercial LLC,2005,Type 3 - New Dosage Form
NDA021642,NASCOBAL,CYANOCOBALAMIN,"Par Health USA, LLC",2005,Type 3 - New Dosage Form
NDA021802,FOCALIN XR,DEXMETHYLPHENIDATE HYDROCHLORIDE,Sandoz Inc,2005,Type 3 - New Dosage Form
NDA021762,FOSAMAX PLUS D,ALENDRONATE SODIUM AND CHOLECALCIFEROL,Organon LLC,2005,Type 4 - New Combination
NDA021269,CARDURA XL,DOXAZOSIN MESYLATE,Viatris Specialty LLC,2005,Type 3 - New Dosage Form
NDA021730,XOPENEX HFA,LEVALBUTEROL TARTRATE,"Lupin Pharmaceuticals, Inc.",2005,Type 3 - New Dosage Form
NDA021350,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021394,"ADVIL PM- DIPHENHYDRAMINE CITRATE AND IBUPROFEN TABLET, COATED",ADVIL PM,"Lil Drug Store Products, Inc",2005,Type 4 - New Combination
NDA021393,ADVIL PM,"DIPHENHYDRAMINE HCL, IBUPROFEN",Haleon US Holdings LLC,2005,Type 4 - New Combination
NDA021067,ASMANEX,MOMETASONE FUROATE,Organon LLC,2005,Type 3 - New Dosage Form
NDA021524,PREVANTICS SWAB,CHLORHEXIDINE GLUCONATE AND ISOPROPYL ALCOHOL,"Professional Disposables International, Inc.",2005,Type 3 - New Dosage Form
NDA021770,ALPHAGAN P,BRIMONIDINE TARTRATE,"Allergan, Inc.",2005,Type 3 - New Dosage Form
NDA021152,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021623,N/A,N/A,N/A,2005,Type 4 - New Combination
NDA021880,REVLIMID,LENALIDOMIDE,Celgene Corporation,2005,Type 1 - New Molecular Entity
NDA050797,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021606,ZEMPLAR,PARICALCITOL,AbbVie Inc.,2005,Type 3 - New Dosage Form
NDA021789,METRONIDAZOLE,METRONIDAZOLE,Prasco Laboratories,2005,Type 3 - New Dosage Form
NDA021862,NEVANAC,NEPAFENAC,"Harrow Eye, LLC",2005,Type 1 - New Molecular Entity
NDA021700,N/A,N/A,N/A,2005,Type 4 - New Combination
NDA021882,EXJADE,DEFERASIROX,Novartis Pharmaceuticals Corporation,2005,Type 1 - New Molecular Entity
BLA125118,ORENCIA,ABATACEPT,"E.R. Squibb & Sons, L.L.C.",2005,Type 1 - New Molecular Entity
BLA021716,N/A,N/A,N/A,2005,Type 1 - New Molecular Entity
NDA020727,BIDIL,HYDRALAZINE HYDROCHLORIDE AND ISOSORBIDE DINITRATE,"Azurity Pharmaceuticals, Inc.",2005,Type 4 - New Combination
BLA021273,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021763,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
BLA021536,LEVEMIR,INSULIN DETEMIR,Novo Nordisk,2005,Type 1 - New Molecular Entity
NDA021896,EMTRIVA,EMTRICITABINE,"Gilead Sciences, Inc.",2005,Type 3 - New Dosage Form
NDA021726,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021506,MYCAMINE,MICAFUNGIN SODIUM,"Astellas Pharma US, Inc.",2005,Type 1 - New Molecular Entity
NDA021627,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021842,ACTOPLUS MET,PIOGLITAZONE AND METFORMIN HYDROCHLORIDE,"Takeda Pharmaceuticals America, Inc.",2005,Type 4 - New Combination
NDA021744,N/A,N/A,N/A,2005,Type 2 - New Active Ingredient
NDA021793,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021923,NEXAVAR,SORAFENIB,Bayer HealthCare Pharmaceuticals Inc.,2005,Type 1 - New Molecular Entity
BLA021839,INCRELEX,MECASERMIN,"Ipsen Biopharmaceuticals, Inc.",2005,Type 1 - New Molecular Entity
NDA021773,BYETTA,EXENATIDE,AstraZeneca Pharmaceuticals LP,2005,Type 1 - New Molecular Entity
NDA021734,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021797,BARACLUDE,ENTECAVIR,"E.R. Squibb & Sons, L.L.C.",2005,Type 1 - New Molecular Entity
NDA021821,TYGACIL,TIGECYCLINE,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2005,Type 1 - New Molecular Entity
NDA021877,ARRANON,NELARABINE,Sandoz Inc,2005,Type 1 - New Molecular Entity
BLA125117,NAGLAZYME,GALSULFASE,BioMarin Pharmaceutical Inc.,2005,Type 1 - New Molecular Entity
NDA021737,RETISERT,FLUOCINOLONE ACETONIDE,Bausch & Lomb Incorporated,2005,Type 3 - New Dosage Form
NDA021835,CLOBEX,CLOBETASOL PROPIONATE,"Galderma Laboratories, L.P.",2005,Type 3 - New Dosage Form
NDA021855,ANTI-DIARRHEAL,LOPERAMIDE HYDROCHLORIDE,CHAIN DRUG MARKETING ASSOCIATION INC.,2005,Type 3 - New Dosage Form
NDA021355,ANGELIQ,DROSPIRENONE AND ESTRADIOL,Bayer HealthCare Pharmaceuticals Inc.,2005,Type 4 - New Combination
NDA021615,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021906,KALETRA,LOPINAVIR AND RITONAVIR,AbbVie Inc.,2005,Type 3 - New Dosage Form
BLA021859,HYLENEX RECOMBINANT,HYALURONIDASE,"Antares Pharma, Inc.",2005,Type 1 - New Molecular Entity
NDA020645,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021605,N/A,N/A,N/A,2005,Type 3 - New Dosage Form
NDA021758,VANOS,FLUOCINONIDE,"Bausch Health US, LLC",2005,Type 3 - New Dosage Form
NDA021794,DAPSONE,DAPSONE,"Pacific Pharma, Inc.",2005,Type 3 - New Dosage Form
NDA021798,BARACLUDE,ENTECAVIR,"E.R. Squibb & Sons, L.L.C.",2005,Type 3 - New Dosage Form
BLA021884,N/A,N/A,N/A,2005,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021807,SOLTAMOX,TAMOXIFEN CITRATE,Mayne Pharma,2005,Type 3 - New Dosage Form
NDA021782,ROZEREM,RAMELTEON,"Takeda Pharmaceuticals America, Inc.",2005,Type 1 - New Molecular Entity
NDA021947,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021912,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021790,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA021717,PLIAGLIS,LIDOCAINE AND TETRACAINE,"IPG PHARMACEUTICALS, INC.",2006,Type 4 - New Combination
NDA021026,VUSION,"MICONAZOLE NITRATE, ZINC OXIDE, WHITE PETROLATUM",Mylan Pharmaceuticals Inc.,2006,Type 3 - New Dosage Form
NDA021956,N/A,N/A,N/A,2006,Type 4 - New Combination
NDA021946,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021925,PIOGLITAZONE AND GLIMEPIRIDE,PIOGLITAZONE AND GLIMEPIRIDE,Prasco Laboratories,2006,Type 4 - New Combination
NDA021978,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021963,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021610,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021920,NAPROXEN SODIUM,NAPROXEN SODIUM,Bionpharma Inc.,2006,Type 3 - New Dosage Form
NDA021924,TIROSINT,LEVOTHYROXINE SODIUM,IBSA Pharma Inc.,2006,Type 3 - New Dosage Form
NDA021612,LIPOFEN,FENOFIBRATE,"ANI Pharmaceuticals, Inc.",2006,Type 3 - New Dosage Form
NDA021254,ADVAIR HFA,FLUTICASONE PROPIONATE AND SALMETEROL XINAFOATE,GlaxoSmithKline LLC,2006,Type 3 - New Dosage Form
NDA021995,JANUVIA,SITAGLIPTIN,Merck Sharp & Dohme LLC,2006,Type 1 - New Molecular Entity
NDA021611,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021592,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021999,INVEGA,PALIPERIDONE,"Janssen Pharmaceuticals, Inc.",2006,Type 1 - New Molecular Entity
NDA021986,DASATINIB,DASATINIB,Prasco Laboratories,2006,Type 1 - New Molecular Entity
NDA021928,CHANTIX,VARENICLINE TARTRATE,Pfizer Laboratories Div Pfizer Inc,2006,Type 1 - New Molecular Entity
NDA050786,"BISMUTH SUBCITRATE POTASSIUM, METRONIDAZOLE AND TETRACYCLINE HYDROCHLORIDE","BISMUTH SUBCITRATE POTASSIUM, METRONIDAZOLE AND TETRACYCLINE HYDROCHLORIDE","H2-Pharma, LLC",2006,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021812,WOMENS ROGAINE UNSCENTED,MINOXIDIL,Kenvue Brands LLC,2006,Type 3 - New Dosage Form
NDA021929,BUDESONIDE AND FORMOTEROL FUMARATE DIHYDRATE,BUDESONIDE AND FORMOTEROL FUMARATE DIHYDRATE,AstraZeneca Pharmaceuticals LP,2006,Type 4 - New Combination
NDA021247,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021991,ZOLINZA,VORINOSTAT,Merck Sharp & Dohme LLC,2006,Type 1 - New Molecular Entity
NDA021938,SUTENT,SUNITINIB MALATE,Pfizer Laboratories Div Pfizer Inc,2006,Type 1 - New Molecular Entity
NDA021729,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021959,ORAPRED ODT,PREDNISOLONE SODIUM PHOSPHATE,Advanz Pharma (US) Corp.,2006,Type 3 - New Dosage Form
NDA021976,PREZISTA,DARUNAVIR,Janssen Products LP,2006,Type 1 - New Molecular Entity
NDA021957,NEXIUM,ESOMEPRAZOLE MAGNESIUM,AstraZeneca Pharmaceuticals LP,2006,Type 3 - New Dosage Form
NDA021586,3M DURAPREP SURGICAL,IODINE POVACRYLEX AND ISOPROPYL ALCOHOL,Solventum US LLC,2006,Type 4 - New Combination
NDA021937,N/A,N/A,N/A,2006,Type 4 - New Combination
NDA050802,ZIANA,CLINDAMYCIN PHOSPHATE AND TRETINOIN,"Bausch Health US, LLC",2006,Type 4 - New Combination
NDA021892,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021844,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA050805,ORACEA,DOXYCYCLINE,"Galderma Laboratories, L.P.",2006,Type 3 - New Dosage Form
NDA021471,N/A,N/A,N/A,2006,Type 4 - New Combination
NDA021502,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA125147,VECTIBIX,PANITUMUMAB,"Amgen, Inc",2006,Type 1 - New Molecular Entity
NDA021479,ZELAPAR,SELEGILINE HYDROCHLORIDE,"Bausch Health US, LLC",2006,Type 3 - New Dosage Form
NDA021866,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021897,NALTREXONE,NALTREXONE,Amneal Pharmaceuticals NY LLC,2006,Type 3 - New Dosage Form
BLA125141,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
BLA125151,ELAPRASE,IDURSULFASE,"Takeda Pharmaceuticals America, Inc.",2006,Type 1 - New Molecular Entity
BLA125156,LUCENTIS,RANIBIZUMAB,"Genentech, Inc.",2006,Type 1 - New Molecular Entity
NDA021529,NEXPLANON,ETONOGESTREL,Organon LLC,2006,Type 3 - New Dosage Form
NDA021840,CAMRESE,LEVONORGESTREL / ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,"Teva Pharmaceuticals USA, Inc.",2006,Type 3 - New Dosage Form
NDA022004,OMNARIS,CICLESONIDE,"Covis Pharma US, Inc",2006,Type 1 - New Molecular Entity
NDA021849,OMEPRAZOLE AND SODIUM BICARBONATE,"OMEPRAZOLE, SODIUM BICARBONATE",Oceanside Pharmaceuticals,2006,Type 4 - New Combination
NDA021780,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021641,AZILECT,RASAGILINE MESYLATE,"Teva Neuroscience, Inc.",2006,Type 1 - New Molecular Entity
NDA021908,LUBIPROSTONE,LUBIPROSTONE,Dr. Reddy's Laboratories Inc.,2006,Type 1 - New Molecular Entity
NDA021902,VEREGEN,SINECATECHINS,"ANI Pharmaceuticals, Inc.",2006,Type 1 - New Molecular Entity
NDA021526,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA021483,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA022003,NOXAFIL,POSACONAZOLE,Merck Sharp & Dohme LLC,2006,Type 1 - New Molecular Entity
NDA021871,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021858,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021903,NEOPROFEN,IBUPROFEN LYSINE,Recordati Rare Diseases Inc.,2006,Type 2 - New Active Ingredient
NDA021872,KEPPRA,LEVETIRACETAM,"UCB, Inc.",2006,Type 3 - New Dosage Form
NDA021910,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA022012,COREG CR,CARVEDILOL PHOSPHATE,Waylis Therapeutics LLC,2006,Type 2 - New Active Ingredient and Type 3 - New Dosage Form
NDA021881,MOVIPREP,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE, ASCORBIC ACID, SODIUM ASCORBATE","Salix Pharmaceuticals, Inc.",2006,Type 3 - New Dosage Form
NDA021514,METHYLPHENIDATE TRANSDERMAL SYSTEM,METHYLPHENIDATE,PADAGIS US LLC,2006,Type 2 - New Active Ingredient and Type 3 - New Dosage Form
NDA022011,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA021891,CLARITIN CHEWABLE GRAPE AND BUBBLEGUM,LORATADINE,Bayer HealthCare LLC.,2006,Type 3 - New Dosage Form
NDA021860,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021632,ERAXIS,ANIDULAFUNGIN,Roerig,2006,Type 1 - New Molecular Entity
NDA021850,N/A,N/A,N/A,2006,Type 3 - New Dosage Form and Type 4 - New Combination
NDA021852,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,Prasco Laboratories,2006,Type 4 - New Combination
NDA050809,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA050808,N/A,N/A,N/A,2006,Type 3 - New Dosage Form
NDA021703,PRISMASOL BGK2/0,"MAGNESIUM CHLORIDE, DEXTROSE ANHYDROUS, LACTIC ACID, SODIUM CHLORIDE, SODIUM BICARBONATE, AND POTASSIUM CHLORIDE",Vantive US Healthcare LLC,2006,Type 3 - New Dosage Form
NDA022068,TASIGNA,NILOTINIB,Novartis Pharmaceuticals Corporation,2007,Type 1 - New Molecular Entity
NDA022083,RIVASTIGMINE,RIVASTIGMINE,Sandoz Inc,2007,Type 3 - New Dosage Form
NDA022088,TORISEL,TEMSIROLIMUS,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2007,Type 1 - New Molecular Entity
NDA022074,SOMATULINE DEPOT,LANREOTIDE ACETATE,"Ipsen Biopharmaceuticals, Inc.",2007,Type 1 - New Molecular Entity
NDA050810,AZASITE,AZITHROMYCIN MONOHYDRATE,Thea Pharma Inc.,2007,Type 3 - New Dosage Form
NDA022128,SELZENTRY,MARAVIROC,ViiV Healthcare Company,2007,Type 1 - New Molecular Entity
NDA021777,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,Amneal Pharmaceuticals of New York LLC,2007,Type 3 - New Dosage Form
NDA022020,PROTONIX DELAYED-RELEASE,PANTOPRAZOLE SODIUM,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2007,Type 3 - New Dosage Form
NDA021412,N/A,N/A,N/A,2007,Type 3 - New Dosage Form
